institution_id,course_id,student_id,month,year_id,is_completed,is_approved,is_book,is_verified,remarks
19,1,316,November,5,1,1,1,1,
19,1,317,November,5,1,1,1,1,
19,1,318,November,5,1,1,1,1,
19,1,319,November,5,1,1,1,1,
19,1,320,November,5,1,1,1,1,
19,1,321,November,5,1,1,1,1,
19,1,322,November,5,1,1,1,1,
19,1,323,November,5,1,1,1,1,
19,3,345,November,5,1,1,1,1,
19,3,347,November,5,1,1,1,1,
19,3,348,November,5,1,1,1,1,
19,3,349,November,5,1,1,1,1,
19,3,350,November,5,1,1,1,1,
19,3,351,November,5,1,1,1,1,
19,3,352,November,5,1,1,1,1,
19,3,354,November,5,1,1,1,1,
19,3,356,November,5,1,1,1,1,
19,3,358,November,5,1,1,1,1,
19,3,359,November,5,1,1,1,1,
19,3,360,November,5,1,1,1,1,
19,3,361,November,5,1,1,1,1,
19,3,363,November,5,1,1,1,1,
19,3,364,November,5,1,1,1,1,
19,3,365,November,5,1,1,1,1,
19,3,366,November,5,1,1,1,1,
19,3,368,November,5,1,1,1,1,
19,3,370,November,5,1,1,1,1,
19,3,371,November,5,1,1,1,1,
19,3,372,November,5,1,1,1,1,
19,3,373,November,5,1,1,1,1,
19,3,375,November,5,1,1,1,1,
19,3,376,November,5,1,1,1,1,
19,3,378,November,5,1,1,1,1,
19,3,379,November,5,1,1,1,1,
19,3,381,November,5,1,1,1,1,
19,3,382,November,5,1,1,1,1,
19,3,384,November,5,1,1,1,1,
19,3,385,November,5,1,1,1,1,
19,3,386,November,5,1,1,1,1,
19,3,387,November,5,1,1,1,1,
19,3,388,November,5,1,1,1,1,
19,3,390,November,5,1,1,1,1,
19,3,391,November,5,1,1,1,1,
19,3,392,November,5,1,1,1,1,
19,3,394,November,5,1,1,1,1,
19,3,395,November,5,1,1,1,1,
19,3,397,November,5,1,1,1,1,
19,3,398,November,5,1,1,1,1,
19,3,403,November,5,1,1,1,1,
19,3,404,November,5,1,1,1,1,
19,3,405,November,5,1,1,1,1,
19,3,406,November,5,1,1,1,1,
19,3,407,November,5,1,1,1,1,
19,3,408,November,5,1,1,1,1,
19,3,409,November,5,1,1,1,1,
19,3,410,November,5,1,1,1,1,
19,3,411,November,5,1,1,1,1,
19,3,412,November,5,1,1,1,1,
19,3,413,November,5,1,1,1,1,
19,3,414,November,5,1,1,1,1,
19,3,415,November,5,1,1,1,1,
19,3,416,November,5,1,1,1,1,
19,3,424,November,5,1,1,1,1,
19,3,425,November,5,1,1,1,1,
19,3,426,November,5,1,1,1,1,
19,3,427,November,5,1,1,1,1,
19,3,428,November,5,1,1,1,1,
19,3,429,November,5,1,1,1,1,
19,3,430,November,5,1,1,1,1,
19,3,431,November,5,1,1,1,1,
19,3,432,November,5,1,1,1,1,
19,3,433,November,5,1,1,1,1,
19,3,434,November,5,1,1,1,1,
19,3,435,November,5,1,1,1,1,
19,3,436,November,5,1,1,1,1,
19,3,437,November,5,1,1,1,1,
19,3,438,November,5,1,1,1,1,
19,3,439,November,5,1,1,1,1,
19,3,440,November,5,1,1,1,1,
19,3,441,November,5,1,1,1,1,
19,3,442,November,5,1,1,1,1,
19,3,443,November,5,1,1,1,1,
19,3,445,November,5,1,1,1,1,
19,3,446,November,5,1,1,1,1,
19,3,447,November,5,1,1,1,1,
19,3,448,November,5,1,1,1,1,
19,3,449,November,5,1,1,1,1,
19,3,450,November,5,1,1,1,1,
19,3,451,November,5,1,1,1,1,
19,3,452,November,5,1,1,1,1,
19,3,453,November,5,1,1,1,1,
19,3,454,November,5,1,1,1,1,
19,3,455,November,5,1,1,1,1,
19,3,456,November,5,1,1,1,1,
19,3,457,November,5,1,1,1,1,
19,3,458,November,5,1,1,1,1,
19,3,459,November,5,1,1,1,1,
19,3,460,November,5,1,1,1,1,
19,3,461,November,5,1,1,1,1,
19,3,462,November,5,1,1,1,1,
19,3,463,November,5,1,1,1,1,
19,3,464,November,5,1,1,1,1,
19,3,465,November,5,1,1,1,1,
42,1,469,November,3,0,0,1,1,
42,1,2,November,3,0,0,1,1,
42,1,469,November,3,0,0,1,1,
42,1,2,November,3,0,0,1,1,
43,5,278,November,5,1,1,1,1,
51,3,467,November,5,1,1,1,1,
51,3,468,November,5,1,1,1,1,
51,3,470,November,5,1,1,1,1,
51,3,472,November,5,1,1,1,1,
51,3,474,November,5,1,1,1,1,
51,3,476,November,5,1,1,1,1,
51,3,478,November,5,1,1,1,1,
51,3,479,November,5,1,1,1,1,
51,3,480,November,5,1,1,1,1,
51,3,481,November,5,1,1,1,1,
51,3,482,November,5,1,1,1,1,
51,3,483,November,5,1,1,1,1,
51,3,513,November,5,1,1,1,1,
51,3,487,November,5,1,1,1,1,
51,3,489,November,5,1,1,1,1,
51,3,491,November,5,1,1,1,1,
51,3,494,November,5,1,1,1,1,
51,4,524,November,5,1,1,1,1,
51,4,530,November,5,1,1,1,1,
51,4,532,November,5,1,1,1,1,
51,4,535,November,5,1,1,1,1,
51,4,537,November,5,1,1,1,1,
51,4,538,November,5,1,1,1,1,
51,4,540,November,5,1,1,1,1,
51,4,541,November,5,1,1,1,1,
51,4,543,November,5,1,1,1,1,
51,4,546,November,5,1,1,1,1,
51,4,547,November,5,1,1,1,1,
51,4,548,November,5,1,1,1,1,
51,4,549,November,5,1,1,1,1,
51,4,554,November,5,1,1,1,1,
51,4,557,November,5,1,1,1,1,
51,4,558,November,5,1,1,1,1,
51,4,560,November,5,1,1,1,1,
51,4,562,November,5,1,1,1,1,
51,4,563,November,5,1,1,1,1,
42,1,3,November,3,0,0,1,1,
42,1,576,November,3,0,0,1,1,
42,1,2,November,3,0,0,1,1,
42,1,2,November,3,0,0,1,1,
42,1,4,November,3,0,0,1,1,
42,1,2,November,3,0,0,1,1,
42,1,581,November,3,0,0,1,1,
42,1,582,November,3,0,0,1,1,
42,1,583,November,3,0,0,1,1,
42,1,584,November,3,0,0,1,1,
42,1,585,November,3,0,0,1,1,
42,1,586,November,3,0,0,1,1,
42,1,587,November,3,0,0,1,1,
42,1,588,November,3,0,0,1,1,
42,1,589,November,3,0,0,1,1,
42,1,590,November,3,0,0,1,1,
42,1,591,November,3,0,0,1,1,
42,1,592,November,3,0,0,1,1,
42,1,2,November,3,0,0,1,1,
42,1,594,November,3,0,0,1,1,
42,1,595,November,3,0,0,1,1,
42,1,596,November,3,0,0,1,1,
42,1,597,November,3,0,0,1,1,
42,1,598,November,3,0,0,1,1,
42,1,599,November,3,0,0,1,1,
42,1,600,November,3,0,0,1,1,
42,1,601,November,3,0,0,1,1,
42,1,602,November,3,0,0,1,1,
42,1,603,November,3,0,0,1,1,
42,1,604,November,3,0,0,1,1,
43,5,605,November,5,1,1,1,1,
42,1,606,November,3,0,0,1,1,
42,1,607,November,3,0,0,1,1,
42,1,608,November,3,0,0,1,1,
42,1,609,November,3,0,0,1,1,
42,1,610,November,3,0,0,1,1,
42,1,611,November,3,0,0,1,1,
42,1,612,November,3,0,0,1,1,
42,1,4,November,3,0,0,1,1,
42,1,617,November,3,1,0,1,1,
42,1,618,November,3,1,0,1,1,
42,1,619,November,3,1,0,1,1,
42,1,620,November,3,1,0,1,1,
42,1,621,November,3,1,0,1,1,
42,1,622,November,3,1,0,1,1,
42,1,623,November,3,1,0,1,1,
42,1,624,November,3,1,0,1,1,
42,1,625,November,3,1,0,1,1,
42,1,2,November,3,0,0,1,1,
26,4,628,November,3,1,1,1,1,
43,5,488,November,5,1,1,1,1,
43,5,490,November,5,1,1,1,1,
43,5,492,November,5,1,1,1,1,
43,5,493,November,5,1,1,1,1,
43,5,495,November,5,1,1,1,1,
43,5,496,November,5,1,1,1,1,
43,5,498,November,5,1,1,1,1,
43,5,499,November,5,1,1,1,1,
43,5,501,November,5,1,1,1,1,
43,5,504,November,5,1,1,1,1,
43,5,515,November,5,1,1,1,1,
43,5,517,November,5,1,1,1,1,
43,5,518,November,5,1,1,1,1,
43,5,520,November,5,1,1,1,1,
43,5,522,November,5,1,1,1,1,
43,5,523,November,5,1,1,1,1,
43,5,525,November,5,1,1,1,1,
43,5,647,November,5,1,1,1,1,
43,5,529,November,5,1,1,1,1,
43,5,531,November,5,1,1,1,1,
43,5,533,November,5,1,1,1,1,
43,5,534,November,5,1,1,1,1,
43,5,536,November,5,1,1,1,1,
43,5,539,November,5,1,1,1,1,
43,5,542,November,5,1,1,1,1,
43,5,544,November,5,1,1,1,1,
43,5,545,November,5,1,1,1,1,
43,5,550,November,5,1,1,1,1,
43,5,551,November,5,1,1,1,1,
43,5,553,November,5,1,1,1,1,
43,5,555,November,5,1,1,1,1,
43,5,556,November,5,1,1,1,1,
43,5,559,November,5,1,1,1,1,
43,5,561,November,5,1,1,1,1,
43,5,564,November,5,1,1,1,1,
43,5,565,November,5,1,1,1,1,
43,5,566,November,5,1,1,1,1,
43,5,567,November,5,1,1,1,1,
43,5,568,November,5,1,1,1,1,
43,5,669,November,5,1,1,1,1,
43,5,670,November,5,1,1,1,1,
43,5,671,November,5,1,1,1,1,
43,5,672,November,5,1,1,1,1,
43,5,673,November,5,1,1,1,1,
43,5,674,November,5,1,1,1,1,
82,4,677,November,5,1,1,1,1,
82,4,678,November,5,1,1,1,1,
82,4,679,November,5,1,1,1,1,
82,4,680,November,5,1,1,1,1,
82,4,681,November,5,1,1,1,1,
82,4,682,November,5,1,1,1,1,
82,4,683,November,5,1,1,1,1,
82,4,684,November,5,1,1,1,1,
82,4,685,November,5,1,1,1,1,
82,4,686,November,5,1,1,1,1,
82,4,687,November,5,1,1,1,1,
82,4,688,November,5,1,1,1,1,
82,4,689,November,5,1,1,1,1,
82,4,690,November,5,1,1,1,1,
82,4,691,November,5,1,1,1,1,
82,4,692,November,5,1,1,1,1,
82,4,693,November,5,1,1,1,1,
82,4,694,November,5,1,1,1,1,
82,4,695,November,5,1,1,1,1,
82,4,696,November,5,1,1,1,1,
82,4,697,November,5,1,1,1,1,
82,4,698,November,5,1,1,1,1,
82,4,699,November,5,1,1,1,1,
82,4,700,November,5,1,1,1,1,
82,4,701,November,5,1,1,1,1,
82,4,702,November,5,1,1,1,1,
82,4,703,November,5,1,1,1,1,
82,4,704,November,5,1,1,1,1,
82,4,705,November,5,1,1,1,1,
82,4,706,November,5,1,1,1,1,
82,4,707,November,5,1,1,1,1,
82,4,708,November,5,1,1,1,1,
82,4,709,November,5,1,1,1,1,
82,4,710,November,5,1,1,1,1,
82,4,711,November,5,1,1,1,1,
82,4,712,November,5,1,1,1,1,
82,4,713,November,5,1,1,1,1,
82,4,714,November,5,1,1,1,1,
82,4,715,November,5,1,1,1,1,
82,4,716,November,5,1,1,1,1,
82,4,717,November,5,1,1,1,1,
82,4,718,November,5,1,1,1,1,
82,4,719,November,5,1,1,1,1,
82,4,720,November,5,1,1,1,1,
82,4,721,November,5,1,1,1,1,
82,4,722,November,5,1,1,1,1,
82,4,723,November,5,1,1,1,1,
82,4,724,November,5,1,1,1,1,
82,4,725,November,5,1,1,1,1,
82,4,726,November,5,1,1,1,1,
82,4,727,November,5,1,1,1,1,
82,4,728,November,5,1,1,1,1,
82,4,729,November,5,1,1,1,1,
82,4,730,November,5,1,1,1,1,
82,4,731,November,5,1,1,1,1,
82,4,732,November,5,1,1,1,1,
82,4,733,November,5,1,1,1,1,
82,4,734,November,5,1,1,1,1,
82,4,735,November,5,1,1,1,1,
82,4,736,November,5,1,1,1,1,
82,4,737,November,5,1,1,1,1,
19,10,806,May,3,1,0,1,1,
19,11,807,May,3,1,0,1,1,
19,11,808,May,3,1,0,1,1,
19,3,809,November,2,1,0,1,1,
19,1,810,November,2,1,0,1,1,
19,1,811,November,2,1,0,1,1,
19,1,812,November,2,1,0,1,1,
19,3,813,November,3,1,0,1,1,
19,3,814,November,3,1,0,1,1,
19,3,815,November,3,1,0,1,1,
19,3,816,November,3,1,0,1,1,
19,3,817,November,3,1,0,1,1,
19,3,818,November,3,1,0,1,1,
19,3,819,November,3,1,0,1,1,
19,3,820,November,3,1,0,1,1,
19,3,821,November,3,1,0,1,1,
19,3,822,November,3,1,0,1,1,
19,3,823,November,3,1,0,1,1,
19,3,824,November,3,1,0,1,1,
19,3,825,November,3,1,0,1,1,
19,3,826,November,3,1,0,1,1,
19,3,827,November,3,1,0,1,1,
19,3,828,November,3,1,0,1,1,
19,3,829,November,3,1,0,1,1,
19,3,830,November,3,1,0,1,1,
19,3,831,November,3,1,0,1,1,
19,3,832,November,3,1,0,1,1,
19,3,833,November,3,1,0,1,1,
19,3,834,November,3,1,0,1,1,
19,3,835,November,3,1,0,1,1,
19,3,836,November,3,1,0,1,1,
19,3,837,November,3,1,0,1,1,
19,3,838,November,3,1,0,1,1,
19,3,839,November,3,1,0,1,1,
19,3,840,November,3,1,0,1,1,
19,3,841,November,3,1,0,1,1,
19,3,842,November,3,1,0,1,1,
82,3,843,November,5,1,1,1,1,
82,3,844,November,5,1,1,1,1,
82,3,845,November,5,1,1,1,1,
82,3,846,November,5,1,1,1,1,
82,3,847,November,5,1,1,1,1,
82,3,848,November,5,1,1,1,1,
82,3,849,November,5,1,1,1,1,
82,3,850,November,5,1,1,1,1,
82,3,851,November,5,1,1,1,1,
82,3,852,November,5,1,1,1,1,
82,3,853,November,5,1,1,1,1,
82,3,854,November,5,1,1,1,1,
82,3,855,November,5,1,1,1,1,"Forged documents"
82,3,856,November,5,1,1,1,1,
82,3,857,November,5,1,1,1,1,"Forged Documents"
82,3,858,November,5,1,1,1,1,
82,3,859,November,5,1,1,1,1,
82,3,860,November,5,1,1,1,1,
82,3,861,November,5,1,1,1,1,
82,3,862,November,5,1,1,1,1,
82,3,863,November,5,1,1,1,1,
82,3,864,November,5,1,1,1,1,
82,3,865,November,5,1,1,1,1,
82,3,866,November,5,1,1,1,1,
82,3,867,November,5,1,1,1,1,
82,3,868,November,5,1,1,1,1,
82,3,869,November,5,1,1,1,1,
82,3,870,November,5,1,1,1,1,
82,3,871,November,5,1,1,1,1,
82,3,872,November,5,1,1,1,1,
82,3,873,November,5,1,1,1,1,
82,3,874,November,5,1,1,1,1,
82,3,875,November,5,1,1,1,1,
82,3,876,November,5,1,1,1,1,
82,3,877,November,5,1,1,1,1,
82,3,878,November,5,1,1,1,1,
82,3,879,November,5,1,1,1,1,
82,3,880,November,5,1,1,1,1,
82,3,881,November,5,1,1,1,1,
82,3,882,November,5,1,1,1,1,
82,3,883,November,5,1,1,1,1,
82,3,884,November,5,1,1,1,1,
82,3,885,November,5,1,1,1,1,
82,3,886,November,5,1,1,1,1,
82,4,887,November,5,1,1,1,1,
82,4,888,November,5,1,1,1,1,
82,4,888,November,5,1,1,1,1,
82,4,890,November,5,1,1,1,1,
82,4,891,November,5,1,1,1,1,
82,4,892,November,5,1,1,1,1,
82,4,893,November,5,1,1,1,1,
82,4,894,November,5,1,1,1,1,
82,3,895,November,5,1,1,1,1,
82,3,896,November,5,1,1,1,1,
82,3,897,November,5,1,1,1,1,
82,3,898,November,5,1,1,1,1,
40,3,903,May,3,1,0,1,1,
40,3,905,May,3,1,0,1,1,
40,3,906,May,3,1,0,1,1,
40,3,908,May,3,1,0,1,1,
40,3,910,May,3,1,0,1,1,
40,3,912,May,3,1,0,1,1,
40,3,914,May,3,1,0,1,1,
40,3,915,May,3,1,0,1,1,
40,3,918,May,3,1,0,1,1,
40,3,920,May,3,1,0,1,1,
40,3,923,May,3,1,0,1,1,
40,3,944,May,3,1,0,1,1,
40,3,947,May,3,1,0,1,1,
40,3,949,May,3,1,0,1,1,
40,3,952,May,3,1,0,1,1,
40,3,955,November,3,0,0,1,1,
40,4,959,May,3,1,0,1,1,
40,4,961,May,3,1,0,1,1,
40,4,963,May,3,1,0,1,1,
40,4,965,May,3,1,0,1,1,
40,4,968,May,3,1,0,1,1,
40,3,975,November,3,0,0,1,1,
40,4,976,May,3,1,0,1,1,
40,4,977,May,3,1,0,1,1,
30,3,1007,November,3,1,0,1,1,
30,3,1008,November,3,1,0,1,1,
30,3,1009,November,3,1,0,1,1,
30,3,1010,November,3,1,0,1,1,
30,3,1011,November,3,1,0,1,1,
30,3,1012,November,3,1,0,1,1,
30,3,1013,November,3,1,0,1,1,
30,3,1014,November,3,1,0,1,1,
30,3,1015,November,3,1,0,1,1,
30,3,1016,November,3,1,0,1,1,
30,3,1017,November,3,1,0,1,1,
30,3,1018,November,3,1,0,1,1,
30,3,1019,November,3,1,0,1,1,
30,3,1020,November,3,1,0,1,1,
30,3,1021,November,3,1,0,1,1,
30,3,1022,November,3,1,0,1,1,
30,3,1023,November,3,1,0,1,1,
30,3,1024,November,3,1,0,1,1,
30,3,1025,November,3,1,0,1,1,
43,5,1027,November,5,1,1,1,1,
43,5,1028,November,5,1,1,1,1,
30,3,1029,November,3,1,0,1,1,
30,3,1030,November,3,1,0,1,1,
30,3,1031,November,3,1,0,1,1,
30,3,1032,November,3,1,0,1,1,
30,3,1033,November,3,1,0,1,1,
30,3,1034,November,3,1,0,1,1,
30,3,1035,November,3,1,0,1,1,
30,3,1036,November,3,1,0,1,1,
30,3,1037,November,3,1,0,1,1,
30,3,1038,November,3,1,0,1,1,
30,3,1039,November,3,1,0,1,1,
30,3,1040,November,3,1,0,1,1,
30,3,1041,November,3,1,0,1,1,
30,3,1042,November,3,1,0,1,1,
30,3,1043,November,3,1,0,1,1,
30,3,1044,November,3,1,0,1,1,
30,3,1045,November,3,1,0,1,1,
30,3,1046,November,3,1,0,1,1,
30,3,1047,November,3,1,0,1,1,
30,3,1048,November,3,1,0,1,1,
30,3,1049,November,3,1,0,1,1,
30,3,1050,November,3,1,0,1,1,
30,3,1051,November,3,1,0,1,1,
30,3,1052,November,3,1,0,1,1,
30,3,1053,November,3,1,0,1,1,
30,3,1054,November,3,1,0,1,1,
30,3,1055,November,3,1,0,1,1,
30,3,1056,November,3,1,0,1,1,
30,3,1057,November,3,1,0,1,1,
30,3,1058,November,3,1,0,1,1,
30,3,1059,November,3,1,0,1,1,
30,3,1060,November,3,1,0,1,1,
30,3,1061,November,3,1,0,1,1,
30,3,1062,November,3,1,0,1,1,
30,3,1063,November,3,1,0,1,1,
30,3,1064,November,3,1,0,1,1,
30,3,1065,November,3,1,0,1,1,
30,3,1066,November,3,1,0,1,1,
30,3,1067,November,3,1,0,1,1,
82,3,1068,November,5,1,1,1,1,
82,4,1069,November,5,1,1,1,1,
82,4,1070,November,5,1,1,1,1,
82,4,1071,November,5,1,1,1,1,
82,4,1072,November,5,1,1,1,1,
19,3,1073,November,3,1,0,1,1,
19,3,1074,November,3,1,0,1,1,
19,3,1075,November,3,1,0,1,1,
19,3,1076,November,3,1,0,1,1,
19,3,1077,November,3,1,0,1,1,
19,3,1078,November,3,1,0,1,1,
19,3,1079,November,3,1,0,1,1,
19,3,1080,November,3,1,0,1,1,
19,3,1081,November,3,1,0,1,1,
19,3,1082,November,3,1,0,1,1,
19,3,1083,November,3,1,0,1,1,
19,3,1084,November,3,1,0,1,1,
19,3,1085,November,3,1,0,1,1,
19,3,1086,November,3,1,0,1,1,
19,3,1087,November,3,1,0,1,1,
19,3,1088,November,3,1,0,1,1,
19,3,1089,November,3,1,0,1,1,
19,3,1090,November,3,1,0,1,1,
19,3,1091,November,3,1,0,1,1,
19,3,1092,November,3,1,0,1,1,
19,3,1093,November,3,1,0,1,1,
19,3,1094,November,3,1,0,1,1,
19,3,1095,November,3,1,0,1,1,
19,3,1096,November,3,1,0,1,1,
19,3,1097,November,3,1,0,1,1,
19,3,1098,November,3,1,0,1,1,
19,3,1099,November,3,1,0,1,1,
19,3,1100,November,3,1,0,1,1,
19,3,1101,November,3,1,0,1,1,
19,3,1102,November,3,1,0,1,1,
19,3,1103,November,3,1,0,1,1,
19,3,1104,November,3,1,0,1,1,
19,3,1105,November,3,1,0,1,1,
19,3,1106,November,3,1,0,1,1,
19,3,1107,November,3,1,0,1,1,
19,3,1108,November,3,1,0,1,1,
19,3,1109,November,3,1,0,1,1,
19,3,1110,November,3,1,0,1,1,
19,3,1111,November,3,1,0,1,1,
19,3,1112,November,3,1,0,1,1,
19,3,1113,November,3,1,0,1,1,
19,3,1114,November,3,1,0,1,1,
19,1,1130,November,3,1,0,1,1,
19,1,1131,November,3,1,0,1,1,
19,1,1132,November,3,1,0,1,1,
19,1,1133,November,3,1,0,1,1,
19,1,1134,November,3,1,0,1,1,
19,1,1135,November,3,1,0,1,1,
19,1,1136,November,3,1,0,1,1,
88,1,1137,May,1,0,0,1,1,
19,1,1138,November,3,1,0,1,1,
88,1,1139,May,1,0,0,1,1,
19,1,1140,November,3,1,0,1,1,
19,1,1141,November,3,1,0,1,1,
19,1,1142,November,3,1,0,1,1,
19,1,1143,November,3,1,0,1,1,
19,1,1144,November,3,1,0,1,1,
19,1,1145,November,3,1,0,1,1,
34,3,1146,November,5,1,1,1,1,
19,1,1147,November,3,1,0,1,1,
34,3,1148,November,5,1,1,1,1,
19,1,1149,November,3,1,0,1,1,
19,1,1150,November,3,1,0,1,1,
34,3,1151,November,5,1,1,1,1,
19,1,1152,November,3,1,0,1,1,
19,1,1153,November,3,1,0,1,1,
34,3,1154,November,5,1,1,1,1,
19,1,1155,November,3,1,0,1,1,
34,3,1156,November,5,1,1,1,1,
19,1,1157,November,3,1,0,1,1,
34,3,1158,November,5,1,1,1,1,
19,1,1159,November,3,1,0,1,1,
34,3,1160,November,5,1,1,1,1,
19,1,1161,November,3,1,0,1,1,
34,3,1162,November,5,1,1,1,1,
19,1,1163,November,3,1,0,1,1,
19,1,1164,November,3,1,0,1,1,
34,3,1165,November,5,1,1,1,1,
19,1,1166,November,3,1,0,1,1,
34,3,1167,November,5,1,1,1,1,
19,1,1168,November,3,1,0,1,1,
19,1,1169,November,3,1,0,1,1,
19,1,1170,November,3,1,0,1,1,
19,1,1171,November,3,1,0,1,1,
19,1,1172,November,3,1,0,1,1,
19,1,1173,November,3,1,0,1,1,
19,1,1174,November,3,1,0,1,1,
19,1,1175,November,3,1,0,1,1,
19,1,1176,November,3,1,0,1,1,
19,1,1177,November,3,1,0,1,1,
34,3,1178,November,5,1,1,1,1,
19,1,1179,November,3,1,0,1,1,
34,3,1180,November,5,1,1,1,1,
19,1,1181,November,3,1,0,1,1,
34,3,1182,November,5,1,1,1,1,
19,1,1183,November,3,1,0,1,1,
30,3,1184,November,3,1,0,1,1,
19,1,1185,November,3,1,0,1,1,
34,3,1186,November,5,1,1,1,1,
34,3,1187,November,5,1,1,1,1,
34,3,1188,November,5,1,1,1,1,
27,4,675,November,5,1,1,1,1,
30,3,1190,November,3,1,0,1,1,
34,3,1191,November,5,1,1,1,1,
27,4,900,November,5,1,1,1,1,
34,3,1193,November,5,1,1,1,1,
30,3,1194,November,3,1,0,1,1,
27,4,901,November,5,1,1,1,1,
34,3,1196,November,5,1,1,1,1,
34,3,1197,November,5,1,1,1,1,
34,3,1198,November,5,1,1,1,1,
34,3,1199,November,5,1,1,1,1,
30,3,1200,November,3,1,0,1,1,
19,1,1202,November,3,1,0,1,1,
30,3,1203,November,3,1,0,1,1,
27,4,902,November,5,1,1,1,1,
19,1,1205,November,3,1,0,1,1,
19,1,1206,November,3,1,0,1,1,
30,3,1207,November,3,1,0,1,1,
27,4,904,November,5,1,1,1,1,
19,1,1209,November,3,1,0,1,1,
19,1,1210,November,3,1,0,1,1,
19,1,1211,November,3,1,0,1,1,
27,4,907,November,5,1,1,1,1,
19,1,1213,November,3,1,0,1,1,
27,4,909,November,5,1,1,1,1,
30,3,1215,November,3,1,0,1,1,
19,1,1216,November,3,1,0,1,1,
73,3,1217,November,5,1,1,1,1,
19,1,1218,November,3,1,0,1,1,
27,4,911,November,5,1,1,1,1,
30,3,1220,November,3,1,0,1,1,
